,logit_0,logit_1,prediction,target
0,0.4032850515109893,0.5967149484890115,1,True
1,0.5325635713049852,0.4674364286950148,0,True
2,0.4328050160276435,0.5671949839723569,1,True
3,0.3538678319489421,0.6461321680510582,1,True
4,0.4677837885774137,0.5322162114225859,1,False
5,0.5791246592345154,0.4208753407654846,0,False
6,0.5327120454647417,0.46728795453525845,0,False
7,0.5394297509756879,0.46057024902431226,0,False
8,0.6096384505472575,0.3903615494527424,0,True
9,0.6107414808502878,0.3892585191497121,0,True
10,0.37813026268379907,0.6218697373162018,1,True
11,0.5307026544440684,0.4692973455559316,0,True
12,0.5643921257705139,0.43560787422948627,0,False
13,0.5656805666510036,0.4343194333489964,0,False
14,0.561468973968441,0.4385310260315591,0,False
15,0.5418188645313348,0.45818113546866535,0,False
16,0.43048258050421867,0.5695174194957813,1,True
17,0.5327535631147414,0.46724643688525863,0,True
18,0.5403628878178212,0.45963711218217895,0,True
19,0.5254447160605686,0.47455528393943136,0,True
20,0.5725952283121751,0.427404771687825,0,False
21,0.5479631974723052,0.4520368025276948,0,False
22,0.6080474713493641,0.3919525286506362,0,False
23,0.5291848200578514,0.4708151799421486,0,False
24,0.5363999484257841,0.46360005157421597,0,True
25,0.4522462706912924,0.5477537293087074,1,True
26,0.5399219323123657,0.4600780676876342,0,True
27,0.577657732555742,0.4223422674442579,0,True
28,0.5803171301517729,0.41968286984822695,0,False
29,0.6005453042946779,0.39945469570532266,0,False
30,0.45500261637975065,0.5449973836202491,1,False
31,0.6266097886321247,0.3733902113678758,0,False
32,0.5004415180224163,0.4995584819775838,0,True
33,0.5263767511665451,0.4736232488334549,0,True
34,0.5318973857238583,0.46810261427614186,0,True
35,0.5719684448120655,0.4280315551879347,0,True
36,0.5362744303786943,0.46372556962130573,0,True
37,0.5396144930452164,0.46038550695478364,0,False
38,0.6296379879165513,0.37036201208344854,0,False
39,0.5773899763288558,0.42261002367114414,0,False
40,0.5254447160605686,0.47455528393943136,0,True
41,0.5166657903082542,0.4833342096917458,0,True
42,0.5561177644203124,0.44388223557968787,0,True
43,0.5438426250348659,0.4561573749651339,0,True
44,0.5342103752827866,0.46578962471721347,0,True
45,0.5308264097839126,0.4691735902160873,0,True
46,0.49285762716232995,0.5071423728376698,1,True
47,0.4320579462191809,0.5679420537808193,1,True
48,0.4580381310571527,0.5419618689428469,1,True
49,0.4536984246816228,0.5463015753183769,1,False
50,0.5829394041784368,0.4170605958215633,0,False
51,0.5275786583292134,0.4724213416707866,0,False
52,0.6153997396211174,0.3846002603788829,0,False
53,0.4573035926910354,0.5426964073089643,1,False
54,0.6252549043967656,0.3747450956032346,0,False
55,0.5331779576484308,0.46682204235156927,0,False
56,0.5822897661639437,0.4177102338360565,0,False
57,0.4536715236458447,0.546328476354155,1,False
58,0.44046549964486187,0.5595345003551383,1,True
59,0.5657217794745418,0.43427822052545867,0,True
60,0.5386124816309773,0.4613875183690227,0,True
61,0.5315254357781318,0.4684745642218681,0,True
62,0.47592885545297603,0.5240711445470236,1,False
63,0.5983123233809464,0.40168767661905386,0,False
64,0.5388186944892909,0.46118130551070907,0,False
65,0.4671841193180402,0.5328158806819594,1,False
66,0.49022807306562016,0.5097719269343799,1,True
67,0.6101259859086731,0.38987401409132727,0,True
68,0.5833756475334908,0.4166243524665092,0,True
69,0.5978002349607905,0.40219976503920984,0,True
70,0.5387159836990993,0.4612840163009007,0,True
71,0.5142936108061583,0.4857063891938418,0,False
72,0.5542195250252389,0.4457804749747611,0,False
73,0.4910410259641709,0.5089589740358292,1,False
74,0.45646426528002154,0.5435357347199783,1,False
75,0.5355158838523254,0.4644841161476748,0,False
76,0.5542629817922187,0.44573701820778144,0,True
77,0.43992534351315876,0.5600746564868411,1,True
78,0.4241070739071713,0.5758929260928289,1,True
79,0.45500261637975065,0.5449973836202491,1,True
80,0.4524644549787516,0.5475355450212481,1,False
81,0.44046549964486187,0.5595345003551383,1,False
82,0.5561177644203124,0.44388223557968787,0,False
