,logit_0,logit_1,prediction,target
0,0.5337035443812247,0.4662964556187752,0,True
1,0.5462408804808311,0.453759119519169,0,False
2,0.5338931890222157,0.4661068109777839,0,True
3,0.27559093363408715,0.7244090663659132,1,True
4,0.5546442811194691,0.4453557188805312,0,False
5,0.5443840321953299,0.4556159678046703,0,True
6,0.5288152094273355,0.4711847905726644,0,False
7,0.5876884789839568,0.4123115210160436,0,True
8,0.5294731437844966,0.4705268562155032,0,True
9,0.5406319370225696,0.4593680629774306,0,True
10,0.32896435974228555,0.6710356402577147,1,True
11,0.5292957794981711,0.47070422050182875,0,True
12,0.3978143830339678,0.6021856169660316,1,True
13,0.5444226932410682,0.455577306758932,0,True
14,0.5387069108179552,0.4612930891820446,0,False
15,0.10413851736451174,0.895861482635488,1,True
16,0.45740869066114725,0.5425913093388527,1,False
17,0.5358287141689874,0.4641712858310124,0,True
18,0.5440386372803551,0.45596136271964527,0,True
19,0.4744290634785129,0.5255709365214872,1,True
20,0.5524295444367932,0.447570455563207,0,False
21,0.5424502037513247,0.4575497962486755,0,True
22,0.5432578058201512,0.45674219417984885,0,False
23,0.4782587988782173,0.5217412011217827,1,False
24,0.5480395976201397,0.4519604023798607,0,False
25,0.5489162966458943,0.4510837033541058,0,False
26,0.5460409913387125,0.45395900866128763,0,False
27,0.5443045239442338,0.45569547605576605,0,True
28,0.5539658287918395,0.4460341712081609,0,True
29,0.5359756187815085,0.4640243812184918,0,True
30,0.5332775178991916,0.46672248210080813,0,True
31,0.5479940481983246,0.4520059518016758,0,True
32,0.5994256119705187,0.40057438802948153,0,False
33,0.43608113249304714,0.5639188675069533,1,True
34,0.5385873799405029,0.46141262005949707,0,False
35,0.5468285752001104,0.4531714247998898,0,True
36,0.43931785221385555,0.5606821477861453,1,False
37,0.061740057156499085,0.9382599428435011,1,True
38,0.5489428224167732,0.4510571775832269,0,False
39,0.5457425850206533,0.45425741497934674,0,False
40,0.5346518737526788,0.46534812624732136,0,False
41,0.5373848928426054,0.46261510715739446,0,False
42,0.5457425850206533,0.45425741497934674,0,False
43,0.5700240456567911,0.42997595434320846,0,False
44,0.5562726185386088,0.4437273814613914,0,True
45,0.5440344650950958,0.45596553490490416,0,True
46,0.5517498915660013,0.4482501084339989,0,True
47,0.5378153644581162,0.4621846355418836,0,False
48,0.535365158650524,0.46463484134947597,0,True
49,0.5498167544285095,0.4501832455714904,0,False
50,0.5380270225435233,0.46197297745647653,0,False
51,0.5457749763375828,0.454225023662417,0,True
52,0.5390182124168152,0.4609817875831848,0,True
53,0.5410409080749187,0.4589590919250814,0,True
54,0.5423348726442154,0.4576651273557844,0,True
55,0.5386232565678851,0.4613767434321147,0,True
56,0.5392983231646888,0.46070167683531094,0,True
57,0.5302494567575301,0.4697505432424697,0,False
58,0.40810139846286747,0.5918986015371324,1,False
59,0.4475613694895238,0.5524386305104763,1,False
60,0.5431016546546467,0.4568983453453534,0,True
61,0.41337953207544026,0.5866204679245595,1,True
62,0.47519223006300026,0.5248077699369997,1,False
63,0.2717131329556907,0.7282868670443099,1,True
64,0.5396137172005827,0.46038628279941707,0,True
65,0.5505462191345168,0.44945378086548327,0,True
66,0.5374072269309977,0.46259277306900276,0,False
67,0.5503039630803926,0.44969603691960763,0,False
68,0.39352923018182473,0.6064707698181745,1,True
69,0.5477427498782645,0.4522572501217357,0,True
70,0.33481155606362556,0.6651884439363748,1,True
71,0.5513282234067501,0.44867177659324997,0,True
72,0.5390711612918221,0.4609288387081777,0,False
73,0.5449790903309034,0.45502090966909653,0,False
74,0.5362022552347414,0.46379774476525853,0,False
75,0.5327796397868123,0.4672203602131876,0,False
76,0.48337931430928033,0.5166206856907195,1,True
77,0.5449270768779142,0.4550729231220859,0,False
78,0.5422520304192072,0.45774796958079284,0,True
79,0.5531340837443256,0.44686591625567423,0,False
80,0.5485518893829026,0.4514481106170976,0,False
81,0.541402715381733,0.4585972846182669,0,False
82,0.5388926191165215,0.4611073808834783,0,True
83,0.5328236750396459,0.46717632496035405,0,False
84,0.544193235162977,0.455806764837023,0,True
85,0.5374788907943531,0.4625211092056468,0,False
86,0.40367815667204754,0.5963218433279521,1,False
87,0.5441377913020097,0.45586220869799043,0,True
88,0.5339394795394619,0.466060520460538,0,False
