,logit_0,logit_1,prediction,target
0,0.33820478709781987,0.6617952129021798,1,True
1,0.44410319819147465,0.5558968018085253,1,True
2,0.44069280446382775,0.5593071955361721,1,True
3,0.4080716496485841,0.5919283503514154,1,True
4,0.5503885299768476,0.4496114700231523,0,False
5,0.5748187505212741,0.42518124947872543,0,False
6,0.6801421267513681,0.3198578732486325,0,False
7,0.46027959437713206,0.539720405622868,1,False
8,0.6325169916874859,0.36748300831251507,0,True
9,0.6499753485085934,0.3500246514914067,0,True
10,0.014148515040710286,0.9858514849592895,1,True
11,0.6041435484506373,0.395856451549363,0,True
12,0.5342905508906012,0.46570944910939877,0,False
13,0.632139395111097,0.36786060488890365,0,False
14,0.6519795314076853,0.3480204685923145,0,False
15,0.6497181125374474,0.35028188746255257,0,False
16,0.6435402649618929,0.3564597350381077,0,True
17,0.6937958776586408,0.3062041223413601,0,True
18,0.42177628912530946,0.57822371087469,1,True
19,0.4495639810180765,0.5504360189819236,1,True
20,0.5342905508906012,0.46570944910939877,0,False
21,0.6608124095863601,0.33918759041364066,0,False
22,0.6862788392575996,0.31372116074240153,0,False
23,0.6970046174275863,0.30299538257241443,0,False
24,0.6414570819876104,0.35854291801238974,0,True
25,0.41786302474784703,0.5821369752521525,1,True
26,0.5671974106838973,0.4328025893161023,0,True
27,0.6238879075649418,0.3761120924350587,0,True
28,0.6316776164600608,0.3683223835399396,0,False
29,0.7185947988331652,0.2814052011668355,0,False
30,0.6469112358662517,0.35308876413374835,0,False
31,0.6869074445812071,0.313092555418794,0,False
32,0.4152327801006965,0.584767219899303,1,True
33,0.708908574728051,0.2910914252719495,0,True
34,0.5529966771529774,0.44700332284702293,0,True
35,0.6257597002321714,0.37424029976782913,0,True
36,0.5695114911851648,0.43048850881483486,0,True
37,0.5776434582538569,0.42235654174614345,0,False
38,0.6811456878941796,0.31885431210582144,0,False
39,0.6522375457578101,0.3477624542421899,0,False
40,0.6341105347327143,0.36588946526728633,0,True
41,0.6682128142197127,0.33178718578028743,0,True
42,0.42120391026086945,0.5787960897391302,1,True
43,0.55677202574388,0.4432279742561201,0,True
44,0.5222456704029724,0.47775432959702746,0,True
45,0.4901670852342954,0.5098329147657046,1,True
46,0.27728942346131996,0.7227105765386795,1,True
47,0.27776208677880554,0.722237913221194,1,True
48,0.3089740299293057,0.6910259700706943,1,True
49,0.6309896590270749,0.369010340972925,0,False
50,0.6585616046986238,0.3414383953013772,0,False
51,0.6538001003398818,0.3461998996601191,0,False
52,0.6472230072523925,0.35277699274760743,0,False
53,0.6514431567680945,0.34855684323190556,0,False
54,0.6818943291171652,0.3181056708828354,0,False
55,0.6942267783393042,0.3057732216606967,0,False
56,0.5511453595440223,0.44885464045597795,0,False
57,0.44299641920311394,0.5570035807968859,1,False
58,0.6478433472700003,0.3521566527299998,0,True
59,0.6490578136696915,0.3509421863303084,0,True
