,logit_0,logit_1,prediction,target
0,0.3384872886421705,0.6615127113578295,1,True
1,0.43542266903562543,0.5645773309643742,1,True
2,0.4047647759640619,0.5952352240359384,1,True
3,0.4775282022000106,0.5224717977999892,1,True
4,0.3984201184869031,0.6015798815130969,1,False
5,0.7432680127804809,0.25673198721951845,0,False
6,0.7441360442229613,0.2558639557770381,0,False
7,0.7354590799380067,0.2645409200619927,0,False
8,0.3817334614560631,0.6182665385439369,1,True
9,0.2903403004373457,0.7096596995626543,1,True
10,0.07470606126560529,0.9252939387343943,1,True
11,0.599230373926689,0.4007696260733107,0,True
12,0.45833042044498207,0.541669579555018,1,False
13,0.7547507515283411,0.24524924847165838,0,False
14,0.7331850131944224,0.26681498680557686,0,False
15,0.7433274954082298,0.25667250459176966,0,False
16,0.6322510372136874,0.36774896278631347,0,True
17,0.43649819074155954,0.56350180925844,1,True
18,0.3528781106973149,0.6471218893026851,1,True
19,0.18257076869325298,0.8174292313067476,1,True
20,0.4577190224095987,0.5422809775904014,1,False
21,0.7382593671476468,0.2617406328523527,0,False
22,0.42546620833907584,0.5745337916609241,1,False
23,0.7218581991020411,0.2781418008979578,0,False
24,0.33117367358746186,0.6688263264125386,1,True
25,0.3661522269126342,0.633847773087366,1,True
26,0.3597554268175644,0.6402445731824356,1,True
27,0.7097667680993367,0.2902332319006631,0,True
28,0.48049464295308186,0.5195053570469179,1,False
29,0.3800984708122372,0.6199015291877628,1,False
30,0.22146058242247377,0.7785394175775266,1,False
31,0.3859530829547439,0.614046917045256,1,False
32,0.2782773625832819,0.7217226374167179,1,True
33,0.4843064534923472,0.5156935465076528,1,True
34,0.33651429366253716,0.6634857063374632,1,True
35,0.500019719034895,0.49998028096510505,0,True
36,0.731728648772426,0.2682713512275733,0,True
37,0.7327323231223821,0.2672676768776172,0,False
38,0.5179943113689977,0.4820056886310025,0,False
39,0.7525238337690697,0.24747616623093013,0,False
40,0.1520775286370333,0.8479224713629668,1,True
41,0.7304889143368363,0.26951108566316356,0,True
42,0.7030861222699344,0.29691387773006556,0,True
43,0.7423099177864811,0.2576900822135186,0,True
44,0.32927948651774686,0.6707205134822535,1,True
45,0.3490318760463301,0.6509681239536693,1,True
46,0.09400152709305097,0.9059984729069483,1,True
47,0.10584425960160566,0.8941557403983944,1,True
48,0.12492306064005212,0.875076939359948,1,True
49,0.7161622676658647,0.2838377323341351,0,False
50,0.7304735260340987,0.26952647396590124,0,False
51,0.7407111631221158,0.25928883687788373,0,False
52,0.8330812698098555,0.16691873019014483,0,False
53,0.371088540864977,0.6289114591350227,1,False
54,0.7604690301123376,0.23953096988766248,0,False
55,0.7556109248040658,0.2443890751959342,0,False
56,0.7540810253091227,0.2459189746908774,0,False
57,0.25460973455191654,0.7453902654480834,1,False
58,0.7431024918654425,0.2568975081345575,0,True
59,0.19327671705912752,0.8067232829408724,1,True
60,0.7465978689163084,0.25340213108369153,0,True
61,0.34642975193729714,0.6535702480627026,1,True
62,0.49852005483706563,0.5014799451629344,1,False
63,0.7583424366844436,0.24165756331555632,0,False
64,0.7345864392237315,0.2654135607762677,0,False
65,0.36361996366181004,0.63638003633819,1,False
66,0.38726412574548613,0.6127358742545139,1,True
67,0.35660641270001747,0.6433935872999826,1,True
68,0.3796364556875769,0.6203635443124231,1,True
69,0.7920805530603054,0.20791944693969447,0,True
70,0.16785060833217788,0.8321493916678222,1,True
71,0.7033303651106813,0.2966696348893184,0,False
72,0.4921253401001199,0.5078746598998801,1,False
73,0.39564250491005626,0.6043574950899439,1,False
74,0.7206749519749922,0.2793250480250075,0,False
75,0.30322240272864687,0.6967775972713529,1,False
76,0.7426083251317379,0.25739167486826176,0,True
77,0.21558688275978033,0.7844131172402193,1,True
78,0.09103206926677518,0.9089679307332242,1,True
79,0.35066715177313146,0.6493328482268687,1,True
80,0.6879774021794564,0.3120225978205431,0,False
81,0.4734094780608899,0.5265905219391098,1,False
82,0.5899478814487139,0.41005211855128637,0,False
83,0.7413315104645191,0.25866848953548066,0,False
84,0.38533883269156183,0.6146611673084381,1,True
85,0.28745030804836996,0.7125496919516302,1,True
86,0.3109369000272743,0.6890630999727257,1,True
87,0.26640937669938086,0.7335906233006192,1,True
88,0.1902434825374979,0.8097565174625022,1,True
89,0.4468103980675856,0.5531896019324143,1,False
90,0.7195122220766031,0.28048777792339663,0,False
91,0.7328645342801635,0.2671354657198362,0,False
92,0.7385463363560425,0.26145366364395684,0,False
93,0.6914488447672658,0.30855115523273374,0,False
94,0.7072595123529245,0.2927404876470744,0,True
95,0.2586272080945683,0.7413727919054318,1,True
96,0.10142850049898339,0.8985714995010162,1,True
97,0.3947010274776934,0.6052989725223065,1,True
98,0.7323820466195036,0.2676179533804964,0,False
99,0.7313369196050219,0.2686630803949779,0,False
100,0.5733641526967256,0.42663584730327386,0,False
101,0.7193680224082807,0.2806319775917191,0,False
102,0.23300182282768067,0.7669981771723194,1,True
103,0.27621562615923084,0.723784373840769,1,True
104,0.3504090439188872,0.6495909560811125,1,True
105,0.29742730537671486,0.7025726946232852,1,True
106,0.3346449999451039,0.6653550000548962,1,True
107,0.8471554724374383,0.15284452756256175,0,False
108,0.83504692954842,0.1649530704515803,0,False
109,0.8263297760531358,0.17367022394686418,0,False
110,0.4538760027316589,0.5461239972683409,1,False
111,0.7412416348355897,0.25875836516440986,0,False
112,0.20158761529519786,0.7984123847048028,1,True
113,0.07674484699926637,0.9232551530007331,1,True
114,0.720402659713494,0.2795973402865054,0,True
115,0.17985238854268867,0.8201476114573117,1,True
116,0.4788792818364637,0.521120718163536,1,False
117,0.4480785910747585,0.5519214089252413,1,False
118,0.35895587494730474,0.6410441250526957,1,False
119,0.7699582882591832,0.2300417117408166,0,False
120,0.21415308887659426,0.7858469111234062,1,True
121,0.16679217927412116,0.8332078207258786,1,True
122,0.7350364913089574,0.2649635086910421,0,True
123,0.1945155208322534,0.805484479167747,1,True
124,0.12842494685139746,0.8715750531486027,1,True
125,0.7312271940345,0.26877280596549935,0,False
126,0.4599451765130175,0.5400548234869825,1,False
127,0.2642021682794176,0.7357978317205824,1,False
128,0.7408143070759607,0.25918569292403904,0,False
129,0.7334380909780666,0.26656190902193294,0,False
130,0.7265797296702642,0.27342027032973526,0,True
131,0.1163443539831492,0.8836556460168508,1,True
132,0.7051177093001325,0.29488229069986727,0,True
